n,x,y,tipo,idx_unknown,u_num,u_a,EA
58,0.30000000000000004,0.5,Neumann,55,-5.5126102360352494e-05,7.842592592592566e-06,6.296869495294506e-05
59,0.4,0.5,Externo,-1,,1.896296296296297e-05,
60,0.5,0.5,Externo,-1,,4.8225308641975306e-05,
61,0.6000000000000001,0.5,Externo,-1,,1.8962962962962922e-05,
62,0.7000000000000001,0.5,Neumann,56,-5.512610236040584e-05,7.842592592592629e-06,6.296869495299847e-05
63,0.8,0.5,Interno,57,0.0,0.00015486419753086433,0.00015486419753086433
64,0.9,0.5,Interno,58,0.00025723581429452246,0.0003933611111111113,0.00013612529681658885
65,1.0,0.5,Dirichlet,59,0.0,-0.0,0.0
66,0.0,0.6000000000000001,Dirichlet,60,0.0,0.0,0.0
67,0.1,0.6000000000000001,Interno,61,0.00029491928290998676,0.0004369066666666669,0.00014198738375668013
68,0.2,0.6000000000000001,Interno,62,1.4627119341569776e-05,0.00020029629629629634,0.00018566917695472657
69,0.30000000000000004,0.6000000000000001,Neumann,63,-0.0001747968185043027,2.4888888888888872e-05,0.0001996857073931916
70,0.4,0.6000000000000001,Externo,-1,,3.4844444444444334e-06,
71,0.5,0.6000000000000001,Externo,-1,,1.8962962962962922e-05,
72,0.6000000000000001,0.6000000000000001,Externo,-1,,3.4844444444444106e-06,
73,0.7000000000000001,0.6000000000000001,Neumann,64,-0.00017479681850452076,2.4888888888888984e-05,0.00019968570739340976
74,0.8,0.6000000000000001,Interno,65,1.4627119341558046e-05,0.00020029629629629648,0.00018566917695473842
75,0.9,0.6000000000000001,Interno,66,0.0002949192829100238,0.0004369066666666669,0.0001419873837566431
76,1.0,0.6000000000000001,Dirichlet,67,0.0,-0.0,0.0
77,0.0,0.7000000000000001,Dirichlet,68,0.0,0.0,0.0
78,0.1,0.7000000000000001,Interno,69,0.0004195416054112868,0.0005605833333333337,0.00014104172792204692
79,0.2,0.7000000000000001,Interno,70,0.0001576353956766464,0.00035109925925925936,0.00019346386358261295
80,0.30000000000000004,0.7000000000000001,Interno,71,-8.438034104349195e-05,0.00012026777777777778,0.00020464811882126973
81,0.4,0.7000000000000001,Neumann,72,-0.00017479681850446162,2.4888888888888943e-05,0.00019968570739335056
82,0.5,0.7000000000000001,Neumann,73,-5.512610236040884e-05,7.842592592592629e-06,6.296869495300147e-05
83,0.6000000000000001,0.7000000000000001,Neumann,74,-0.00017479681850451743,2.4888888888888984e-05,0.00019968570739340642
84,0.7000000000000001,0.7000000000000001,Interno,75,-8.438034104352193e-05,0.000120267777777778,0.00020464811882129995
85,0.8,0.7000000000000001,Interno,76,0.000157635395676685,0.0003510992592592595,0.0001934638635825745
86,0.9,0.7000000000000001,Interno,77,0.00041954160541132735,0.0005605833333333335,0.00014104172792200615
87,1.0,0.7000000000000001,Dirichlet,78,0.0,-0.0,0.0
88,0.0,0.8,Dirichlet,79,0.0,0.0,0.0
89,0.1,0.8,Interno,80,0.0005853821134288884,0.0007111111111111117,0.00012572899768222327
90,0.2,0.8,Interno,81,0.0004138455446762301,0.0005931930864197531,0.00017934754174352298
91,0.30000000000000004,0.8,Interno,82,0.00015763539567665614,0.0003510992592592593,0.00019346386358260316
92,0.4,0.8,Interno,83,1.4627119341541512e-05,0.0002002962962962964,0.0001856691769547549
93,0.5,0.8,Interno,84,0.0,0.00015486419753086433,0.00015486419753086433
94,0.6000000000000001,0.8,Interno,85,1.462711934155655e-05,0.00020029629629629648,0.00018566917695473994
95,0.7000000000000001,0.8,Interno,86,0.0001576353956766871,0.00035109925925925963,0.00019346386358257253
96,0.8,0.8,Interno,87,0.00041384554467630133,0.0005931930864197534,0.00017934754174345208
97,0.9,0.8,Interno,88,0.0005853821134289932,0.0007111111111111115,0.00012572899768211832
98,1.0,0.8,Dirichlet,89,0.0,-0.0,0.0
99,0.0,0.9,Dirichlet,90,0.0,0.0,0.0
100,0.1,0.9,Interno,91,0.0006070055011588996,0.0006916900000000003,8.468449884110071e-05
101,0.2,0.9,Interno,92,0.0005853821134289047,0.0007111111111111114,0.00012572899768220668
102,0.30000000000000004,0.9,Interno,93,0.00041954160541131613,0.0005605833333333334,0.00014104172792201727
103,0.4,0.9,Interno,94,0.0002949192829100139,0.0004369066666666668,0.00014198738375665286
104,0.5,0.9,Interno,95,0.00025723581429452685,0.0003933611111111113,0.00013612529681658446
105,0.6000000000000001,0.9,Interno,96,0.00029491928291004575,0.00043690666666666684,0.0001419873837566211
106,0.7000000000000001,0.9,Interno,97,0.0004195416054113749,0.0005605833333333336,0.00014104172792195872
107,0.8,0.9,Interno,98,0.0005853821134290151,0.0007111111111111115,0.00012572899768209642
108,0.9,0.9,Interno,99,0.00060700550115898,0.0006916900000000002,8.468449884102027e-05
109,1.0,0.9,Dirichlet,100,0.0,-0.0,0.0
110,0.0,1.0,Dirichlet,101,0.0,-0.0,0.0
111,0.1,1.0,Dirichlet,102,0.0,-0.0,0.0
112,0.2,1.0,Dirichlet,103,0.0,-0.0,0.0
113,0.30000000000000004,1.0,Dirichlet,104,0.0,-0.0,0.0
114,0.4,1.0,Dirichlet,105,0.0,-0.0,0.0
115,0.5,1.0,Dirichlet,106,0.0,-0.0,0.0
116,0.6000000000000001,1.0,Dirichlet,107,0.0,-0.0,0.0
117,0.7000000000000001,1.0,Dirichlet,108,0.0,-0.0,0.0
118,0.8,1.0,Dirichlet,109,0.0,-0.0,0.0
119,0.9,1.0,Dirichlet,110,0.0,-0.0,0.0
120,1.0,1.0,Dirichlet,111,0.0,0.0,0.0
