n,x,y,tipo,idx_unknown,u_num,u_a,EA
42,0.84,0.0,Dirichlet,42,0.0,0.0,0.0
43,0.86,0.0,Dirichlet,43,0.0,0.0,0.0
44,0.88,0.0,Dirichlet,44,0.0,0.0,0.0
45,0.9,0.0,Dirichlet,45,0.0,0.0,0.0
46,0.92,0.0,Dirichlet,46,0.0,0.0,0.0
47,0.9400000000000001,0.0,Dirichlet,47,0.0,0.0,0.0
48,0.96,0.0,Dirichlet,48,0.0,0.0,0.0
49,0.98,0.0,Dirichlet,49,0.0,0.0,0.0
50,1.0,0.0,Dirichlet,50,0.0,-0.0,0.0
51,0.0,0.02,Dirichlet,51,0.0,0.0,0.0
52,0.02,0.02,Interno,52,7.182325822298985e-05,7.203316737548642e-05,2.0990915249657015e-07
53,0.04,0.02,Interno,53,0.00012874084229636982,0.00012913800836740738,3.9716607103755367e-07
54,0.06,0.02,Interno,54,0.00017298176067381558,0.0001735452910696296,5.635303958140216e-07
55,0.08,0.02,Interno,55,0.0002065243779803541,0.00020723506079415305,7.106828137989495e-07
56,0.1,0.02,Interno,56,0.0002311167313146233,0.00023195696135111114,8.402300364878496e-07
57,0.12,0.02,Interno,57,0.0002482959437417331,0.0002492496531607703,9.5370941903723e-07
58,0.14,0.02,Interno,58,0.0002594067350654406,0.0002604593281975309,1.0525931320902937e-06
59,0.16,0.02,Interno,59,0.0002656190300894026,0.00026675732176592587,1.1382916765232949e-06
60,0.18,0.02,Interno,60,0.0002679446647017105,0.0002691568211086223,1.2121564069117832e-06
61,0.2,0.02,Interno,61,0.00026725319023697614,0.00026852867084641973,1.2754806094435905e-06
62,0.22,0.02,Interno,62,0.00026428677666502973,0.00026561627525025183,1.3294985852220997e-06
63,0.24,0.02,Interno,63,0.0002596742151907492,0.0002610495973451852,1.3753821544359914e-06
64,0.26,0.02,Interno,64,0.00025394402077888017,0.00025535825484641965,1.414234067539477e-06
65,0.28,0.02,Interno,65,0.00024753663488535346,0.00024898371292728886,1.4470780419353966e-06
66,0.3,0.02,Interno,66,0.00024081572822903032,0.00024229057381925932,1.4748455902290015e-06
67,0.32,0.02,Interno,67,0.0002340786027450802,0.0002355769632439308,1.4983604988506112e-06
68,0.34,0.02,Interno,68,0.00022756569095218842,0.00022908401367703696,1.5183227248485485e-06
69,0.36,0.02,Interno,69,0.0002214691499745385,0.00022300444444444447,1.53529446990597e-06
70,0.38,0.02,Interno,70,0.00021594054666679036,0.00021749023865015306,1.5496919833626953e-06
71,0.4,0.02,Interno,71,0.000211097630121903,0.0002126594169362962,1.561786814393201e-06
72,0.42,0.02,Interno,72,0.0002070301887638625,0.0002086019080751407,1.5717193112782003e-06
73,0.44,0.02,Interno,73,0.0002038049914937625,0.00020538451639308638,1.5795248993238822e-06
74,0.46,0.02,Interno,74,0.00020146981566276277,0.0002030549860266667,1.585170363903939e-06
75,0.48,0.02,Interno,75,0.00020005656793519868,0.00020164516201054812,1.5885940753494461e-06
76,0.5,0.02,Interno,76,0.00019958350592446975,0.00020117324819753083,1.5897422730610784e-06
77,0.52,0.02,Interno,77,0.00020005656793519879,0.00020164516201054807,1.5885940753492835e-06
78,0.54,0.02,Interno,78,0.000201469815662763,0.0002030549860266667,1.5851703639037222e-06
79,0.56,0.02,Interno,79,0.000203804991493763,0.00020538451639308638,1.5795248993233943e-06
80,0.58,0.02,Interno,80,0.00020703018876386324,0.00020860190807514068,1.5717193112774414e-06
81,0.6,0.02,Interno,81,0.000211097630121904,0.00021265941693629622,1.5617868143922252e-06
82,0.62,0.02,Interno,82,0.00021594054666679158,0.00021749023865015303,1.5496919833614484e-06
83,0.64,0.02,Interno,83,0.00022146914997454,0.00022300444444444444,1.5352944699044521e-06
84,0.66,0.02,Interno,84,0.00022756569095219002,0.00022908401367703694,1.5183227248469222e-06
85,0.68,0.02,Interno,85,0.00023407860274508199,0.00023557696324393092,1.4983604988489307e-06
86,0.7000000000000001,0.02,Interno,86,0.00024081572822903216,0.00024229057381925932,1.4748455902271584e-06
87,0.72,0.02,Interno,87,0.0002475366348853554,0.00024898371292728886,1.447078041933445e-06
88,0.74,0.02,Interno,88,0.0002539440207788822,0.00025535825484641965,1.4142340675374712e-06
89,0.76,0.02,Interno,89,0.00025967421519075144,0.0002610495973451852,1.3753821544337688e-06
90,0.78,0.02,Interno,90,0.000264286776665032,0.0002656162752502518,1.3294985852197686e-06
91,0.8,0.02,Interno,91,0.00026725319023697847,0.00026852867084641973,1.2754806094412595e-06
92,0.8200000000000001,0.02,Interno,92,0.0002679446647017127,0.0002691568211086223,1.2121564069095606e-06
93,0.84,0.02,Interno,93,0.0002656190300894048,0.0002667573217659259,1.1382916765211265e-06
94,0.86,0.02,Interno,94,0.0002594067350654425,0.00026045932819753083,1.052593132088342e-06
95,0.88,0.02,Interno,95,0.000248295943741735,0.00024924965316077026,9.537094190352783e-07
96,0.9,0.02,Interno,96,0.00023111673131462533,0.00023195696135111114,8.402300364858167e-07
97,0.92,0.02,Interno,97,0.00020652437798035573,0.000207235060794153,7.10682813797269e-07
98,0.9400000000000001,0.02,Interno,98,0.00017298176067381664,0.0001735452910696295,5.63530395812856e-07
99,0.96,0.02,Interno,99,0.0001287408422963702,0.00012913800836740748,3.971660710372826e-07
100,0.98,0.02,Interno,100,7.182325822299012e-05,7.203316737548647e-05,2.099091524963533e-07
101,1.0,0.02,Dirichlet,101,0.0,-0.0,0.0
102,0.0,0.04,Dirichlet,102,0.0,0.0,0.0
103,0.02,0.04,Interno,103,0.00012874084229636985,0.00012913800836740738,3.9716607103752657e-07
104,0.04,0.04,Interno,104,0.00022980991120442694,0.0002305603345521778,7.504233477508622e-07
105,0.06,0.04,Interno,105,0.00030744394287918035,0.00030850717086151105,1.0632279823306998e-06
106,0.08,0.04,Interno,106,0.00036539416089242466,0.00036673304196740747,1.3388810749828087e-06
107,0.1,0.04,Interno,107,0.00040696607943550736,0.0004085466180266667,1.5805385911593509e-06
108,0.12,0.04,Interno,108,0.0004350575376403403,0.00043684875832888893,1.7912206885486092e-06
109,0.14,0.04,Interno,109,0.0004521949652019848,0.0004541687854724742,1.9738202704893933e-06
110,0.16,0.04,Interno,110,0.000460567879718953,0.0004626989900686221,2.1311103496690696e-06
111,0.18,0.04,Interno,111,0.00046206161642400867,0.0004643273659733334,2.2657495493247273e-06
112,0.2,0.04,Interno,112,0.00045828829123927787,0.0004606685760474074,2.3802848081295146e-06
113,0.22,0.04,Interno,113,0.00045061599831312446,0.0004530931484444445,2.4771501313200516e-06
114,0.24,0.04,Interno,114,0.0004401962433139511,0.00044275490342684463,2.5586601128935443e-06
115,0.26,0.04,Interno,115,0.0004279896136703317,0.0004306166107098074,2.626997039475705e-06
116,0.28,0.04,Interno,116,0.00041478968653571574,0.00041747387733333333,2.6841907976175904e-06
117,0.3,0.04,Interno,117,0.0004012451743907148,0.00040397726606222225,2.732091671507435e-06
118,0.32,0.04,Interno,118,0.0003878803067816599,0.00039065264431407406,2.7723375324141346e-06
119,0.34,0.04,Interno,119,0.00037511344474207287,0.00037791976361528884,2.806318873215972e-06
120,0.36,0.04,Interno,120,0.00036327392218040984,0.00036610906958506665,2.8351474046568086e-06
121,0.38,0.04,Interno,121,0.0003526171065061668,0.0003554767424474075,2.8596359412407153e-06
122,0.4,0.04,Interno,122,0.00034333766996346766,0.000346217968071111,2.8802981076433607e-06
123,0.42,0.04,Interno,123,0.000335581064732071,0.0003384784395377779,2.8973748057068934e-06
124,0.44,0.04,Interno,124,0.0003294531996940049,0.00033236408923780744,2.9108895438025614e-06
125,0.46,0.04,Interno,125,0.0003250283244282132,0.00032794905149440007,2.9207270661868847e-06
126,0.48,0.04,Interno,126,0.000322355134030145,0.00032528185571555556,2.9267216854105883e-06
127,0.5,0.04,Interno,127,0.00032146111289003954,0.0003243898500740741,2.9287371840345426e-06
128,0.52,0.04,Interno,128,0.00032235513403014535,0.00032528185571555556,2.926721685410209e-06
129,0.54,0.04,Interno,129,0.0003250283244282138,0.00032794905149440007,2.9207270661862884e-06
130,0.56,0.04,Interno,130,0.000329453199694006,0.00033236408923780744,2.910889543801423e-06
131,0.58,0.04,Interno,131,0.0003355810647320726,0.0003384784395377777,2.8973748057051045e-06
132,0.6,0.04,Interno,132,0.0003433376699634698,0.0003462179680711111,2.8802981076413007e-06
133,0.62,0.04,Interno,133,0.0003526171065061694,0.00035547674244740745,2.859635941238059e-06
134,0.64,0.04,Interno,134,0.000363273922180413,0.00036610906958506665,2.8351474046536644e-06
135,0.66,0.04,Interno,135,0.00037511344474207634,0.0003779197636152889,2.806318873212557e-06
136,0.68,0.04,Interno,136,0.0003878803067816637,0.00039065264431407406,2.77233753241034e-06
137,0.7000000000000001,0.04,Interno,137,0.0004012451743907186,0.00040397726606222225,2.7320916715036403e-06
138,0.72,0.04,Interno,138,0.0004147896865357197,0.00041747387733333333,2.684190797613633e-06
139,0.74,0.04,Interno,139,0.00042798961367033594,0.0004306166107098074,2.6269970394714767e-06
140,0.76,0.04,Interno,140,0.0004401962433139558,0.00044275490342684463,2.558660112888828e-06
141,0.78,0.04,Interno,141,0.00045061599831312923,0.0004530931484444444,2.4771501313151727e-06
142,0.8,0.04,Interno,142,0.00045828829123928253,0.0004606685760474074,2.3802848081248525e-06
143,0.8200000000000001,0.04,Interno,143,0.00046206161642401317,0.00046432736597333335,2.2657495493201736e-06
144,0.84,0.04,Interno,144,0.00046056787971895713,0.0004626989900686222,2.131110349665058e-06
145,0.86,0.04,Interno,145,0.00045219496520198876,0.00045416878547247414,1.9738202704853818e-06
146,0.88,0.04,Interno,146,0.0004350575376403441,0.0004368487583288889,1.7912206885447603e-06
147,0.9,0.04,Interno,147,0.0004069660794355113,0.0004085466180266667,1.5805385911553936e-06
148,0.92,0.04,Interno,148,0.00036539416089242786,0.0003667330419674073,1.3388810749794477e-06
149,0.9400000000000001,0.04,Interno,149,0.0003074439428791827,0.00030850717086151094,1.0632279823282603e-06
150,0.96,0.04,Interno,150,0.00022980991120442816,0.00023056033455217794,7.50423347749778e-07
151,0.98,0.04,Interno,151,0.00012874084229637042,0.00012913800836740746,3.971660710370387e-07
152,1.0,0.04,Dirichlet,152,0.0,-0.0,0.0
153,0.0,0.06,Dirichlet,153,0.0,0.0,0.0
154,0.02,0.06,Interno,154,0.00017298176067381566,0.0001735452910696296,5.635303958139402e-07
155,0.04,0.06,Interno,155,0.00030744394287918046,0.00030850717086151105,1.0632279823305914e-06
156,0.06,0.06,Interno,156,0.000409426021392336,0.0004109301985308443,1.504177138508334e-06
157,0.08,0.06,Interno,157,0.0004842621714650767,0.00048615340562962957,1.8912341645528868e-06
158,0.1,0.06,Interno,158,0.0005366397295121818,0.0005388687716266668,2.2290421144850444e-06
159,0.12,0.06,Interno,159,0.0005706550555012468,0.0005731771005155553,2.5220450143084976e-06
160,0.14,0.06,Interno,160,0.0005898667972975363,0.0005926412985106962,2.774501213159827e-06
161,0.16,0.06,Interno,161,0.0005973465575625493,0.0006003370528312889,2.9904952687395637e-06
162,0.18,0.06,Interno,162,0.0005957269642132781,0.0005989009115733335,3.1739473600553986e-06
163,0.2,0.06,Interno,163,0.0005872471458928881,0.0005905757646696296,3.3286187767414674e-06
164,0.22,0.06,Interno,164,0.0005737956143246095,0.0005772537259377777,3.4581116131681636e-06
165,0.24,0.06,Interno,165,0.0005569505557181026,0.0005605164162161777,3.5658604980751086e-06
166,0.26,0.06,Interno,166,0.0005380175334186661,0.0005416726475880293,3.6551141693631772e-06
167,0.28,0.06,Interno,167,0.0005180646035283148,0.0005217935086933332,3.728905165018394e-06
168,0.3,0.06,Interno,168,0.00049795484403992,0.000501744851128889,3.790007088968995e-06
169,0.32,0.06,Interno,169,0.00047837629587830263,0.00048221717693629613,3.840881057993507e-06
170,0.34,0.06,Interno,170,0.00045986931102061135,0.0004637529271779554,3.883616157344049e-06
171,0.36,0.06,Interno,171,0.00044285129876973515,0.0004467711716010667,3.919872831331531e-06
172,0.38,0.06,Interno,172,0.00042763885706841894,0.0004315896993896295,3.950842321210572e-06
173,0.4,0.06,Interno,173,0.00041446727311867797,0.0004184445110044443,3.977237885766322e-06
174,0.42,0.06,Interno,174,0.00040350737897687457,0.0004075067111111111,3.999332134236536e-06
175,0.44,0.06,Interno,175,0.000394879755626526,0.00039889680259602955,4.017046969503576e-06
176,0.46,0.06,Interno,176,0.00038866629350970295,0.0003926963816703999,4.030088160696978e-06
177,0.48,0.06,Interno,177,0.0003849191341453506,0.00038895723406222213,4.038099916871534e-06
178,0.5,0.06,Interno,178,0.0003836670272897289,0.00038770783229629617,4.040805006567288e-06
179,0.52,0.06,Interno,179,0.0003849191341453509,0.00038895723406222213,4.038099916871209e-06
180,0.54,0.06,Interno,180,0.0003886662935097037,0.0003926963816703999,4.030088160696219e-06
181,0.56,0.06,Interno,181,0.00039487975562652755,0.0003988968025960295,4.0170469695019495e-06
182,0.58,0.06,Interno,182,0.000403507378976877,0.00040750671111111094,3.999332134233934e-06
183,0.6,0.06,Interno,183,0.0004144672731186814,0.00041844451100444435,3.977237885762961e-06
184,0.62,0.06,Interno,184,0.00042763885706842306,0.0004315896993896294,3.950842321206343e-06
185,0.64,0.06,Interno,185,0.00044285129876974003,0.00044677117160106663,3.919872831326598e-06
186,0.66,0.06,Interno,186,0.0004598693110206165,0.00046375292717795556,3.883616157339062e-06
187,0.68,0.06,Interno,187,0.00047837629587830805,0.00048221717693629635,3.840881057988303e-06
188,0.7000000000000001,0.06,Interno,188,0.0004979548440399257,0.000501744851128889,3.790007088963249e-06
189,0.72,0.06,Interno,189,0.0005180646035283207,0.0005217935086933333,3.728905165012648e-06
190,0.74,0.06,Interno,190,0.0005380175334186725,0.0005416726475880293,3.6551141693567804e-06
191,0.76,0.06,Interno,191,0.0005569505557181098,0.0005605164162161777,3.5658604980678445e-06
192,0.78,0.06,Interno,192,0.000573795614324617,0.0005772537259377776,3.4581116131605742e-06
193,0.8,0.06,Interno,193,0.0005872471458928953,0.0005905757646696297,3.32861877673442e-06
194,0.8200000000000001,0.06,Interno,194,0.000595726964213285,0.0005989009115733334,3.1739473600483513e-06
195,0.84,0.06,Interno,195,0.0005973465575625557,0.0006003370528312889,2.990495268733167e-06
196,0.86,0.06,Interno,196,0.0005898667972975423,0.0005926412985106963,2.7745012131539723e-06
197,0.88,0.06,Interno,197,0.0005706550555012527,0.0005731771005155553,2.522045014302643e-06
198,0.9,0.06,Interno,198,0.0005366397295121879,0.0005388687716266667,2.2290421144788644e-06
199,0.92,0.06,Interno,199,0.0004842621714650818,0.0004861534056296293,1.89123416454752e-06
200,0.9400000000000001,0.06,Interno,200,0.0004094260213923398,0.0004109301985308441,1.5041771385043224e-06
201,0.96,0.06,Interno,201,0.0003074439428791826,0.0003085071708615113,1.063227982328694e-06
202,0.98,0.06,Interno,202,0.00017298176067381672,0.0001735452910696297,5.635303958129916e-07
203,1.0,0.06,Dirichlet,203,0.0,-0.0,0.0
204,0.0,0.08,Dirichlet,204,0.0,0.0,0.0
205,0.02,0.08,Interno,205,0.00020652437798035424,0.00020723506079415305,7.10682813798814e-07
206,0.04,0.08,Interno,206,0.00036539416089242477,0.0003667330419674074,1.338881074982646e-06
207,0.06,0.08,Interno,207,0.0004842621714650768,0.0004861534056296295,1.8912341645527242e-06
208,0.08,0.08,Interno,208,0.000569870564198673,0.0005722446476528195,2.374083454146454e-06
209,0.1,0.08,Interno,209,0.0006281271141213259,0.0006309206061511111,2.7934920297851456e-06
210,0.12,0.08,Interno,210,0.0006641781144189284,0.0006673333784727704,3.1552640538419626e-06
211,0.14,0.08,Interno,211,0.000682477883191584,0.0006859428467041974,3.464963512613342e-06
212,0.16,0.08,Interno,212,0.0006868548800554519,0.0006905828116859254,3.7279316304735313e-06
213,0.18,0.08,Interno,213,0.0006805744338957402,0.0006845237355406223,3.949301644882086e-06
214,0.2,0.08,Interno,214,0.0006663980837611616,0.0006705320927130864,4.134008951924744e-06
215,0.22,0.08,Interno,215,0.0006466395356095827,0.0006509263295222516,4.286793912668943e-06
216,0.24,0.08,Interno,216,0.0006232172382445763,0.0006276294322251851,4.412193980608782e-06
217,0.26,0.08,Interno,217,0.0005977035821166906,0.0006022181035930863,4.514521476395761e-06
218,0.28,0.08,Interno,218,0.0005713707243956976,0.0005759685479992887,4.597823603591099e-06
219,0.3,0.08,Interno,219,0.0005452330424427033,0.0005498988650192592,4.665822576555858e-06
220,0.32,0.08,Interno,220,0.0005200862150454388,0.0005248080515425973,4.7218364971584985e-06
221,0.34,0.08,Interno,221,0.0004965429260918014,0.0005013116123970368,4.768686305235345e-06
222,0.36,0.08,Interno,222,0.0004750651786332639,0.0004798737794844444,4.808600851180522e-06
223,0.38,0.08,Interno,223,0.00045599319927840457,0.00046083633942881953,4.843140150414963e-06
224,0.4,0.08,Interno,224,0.00043957090594778784,0.000444444069736296,4.873163788508166e-06
225,0.42,0.08,Interno,225,0.00042596791084503787,0.00043086678346714063,4.898872622102757e-06
226,0.44,0.08,Interno,226,0.00041529804110296324,0.00042021798241975293,4.919941316789691e-06
227,0.46,0.08,Interno,227,0.0004076343853353737,0.0004125701188266665,4.9357334912927884e-06
228,0.48,0.08,Interno,228,0.0004030209085749368,0.000407966465562548,4.945556987611213e-06
229,0.5,0.08,Interno,229,0.00040148070014939404,0.0004064295948641974,4.948894714803338e-06
230,0.52,0.08,Interno,230,0.0004030209085749373,0.0004079664655625479,4.945556987610562e-06
231,0.54,0.08,Interno,231,0.000407634385335375,0.0004125701188266665,4.935733491291487e-06
232,0.56,0.08,Interno,232,0.0004152980411029656,0.00042021798241975293,4.91994131678736e-06
233,0.58,0.08,Interno,233,0.0004259679108450412,0.0004308667834671405,4.8988726220993415e-06
234,0.6,0.08,Interno,234,0.0004395709059477923,0.00044444406973629606,4.873163788503775e-06
235,0.62,0.08,Interno,235,0.0004559931992784101,0.0004608363394288195,4.843140150409379e-06
236,0.64,0.08,Interno,236,0.00047506517863327017,0.0004798737794844443,4.808600851174125e-06
237,0.66,0.08,Interno,237,0.0004965429260918085,0.0005013116123970369,4.768686305228406e-06
238,0.68,0.08,Interno,238,0.0005200862150454459,0.0005248080515425975,4.721836497151668e-06
239,0.7000000000000001,0.08,Interno,239,0.0005452330424427107,0.0005498988650192593,4.665822576548594e-06
240,0.72,0.08,Interno,240,0.0005713707243957054,0.0005759685479992887,4.597823603583293e-06
241,0.74,0.08,Interno,241,0.0005977035821166992,0.0006022181035930863,4.514521476387087e-06
242,0.76,0.08,Interno,242,0.0006232172382445858,0.0006276294322251851,4.412193980599349e-06
243,0.78,0.08,Interno,243,0.0006466395356095926,0.0006509263295222515,4.286793912658968e-06
244,0.8,0.08,Interno,244,0.0006663980837611717,0.0006705320927130862,4.134008951914444e-06
245,0.8200000000000001,0.08,Interno,245,0.0006805744338957497,0.0006845237355406219,3.9493016448722195e-06
246,0.84,0.08,Interno,246,0.0006868548800554609,0.0006905828116859255,3.727931630464641e-06
247,0.86,0.08,Interno,247,0.0006824778831915925,0.0006859428467041972,3.464963512604777e-06
248,0.88,0.08,Interno,248,0.0006641781144189369,0.0006673333784727703,3.1552640538333974e-06
249,0.9,0.08,Interno,249,0.0006281271141213345,0.0006309206061511111,2.7934920297765804e-06
250,0.92,0.08,Interno,250,0.0005698705641986801,0.0005722446476528197,2.3740834541396234e-06
251,0.9400000000000001,0.08,Interno,251,0.0004842621714650822,0.0004861534056296292,1.891234164546978e-06
252,0.96,0.08,Interno,252,0.00036539416089242813,0.0003667330419674075,1.3388810749793935e-06
253,0.98,0.08,Interno,253,0.00020652437798035587,0.00020723506079415316,7.106828137972961e-07
254,1.0,0.08,Dirichlet,254,0.0,-0.0,0.0
255,0.0,0.1,Dirichlet,255,0.0,0.0,0.0
256,0.02,0.1,Interno,256,0.00023111673131462346,0.00023195696135111117,8.402300364877141e-07
257,0.04,0.1,Interno,257,0.0004069660794355073,0.0004085466180266668,1.5805385911595135e-06
258,0.06,0.1,Interno,258,0.0005366397295121818,0.0005388687716266668,2.2290421144850444e-06
259,0.08,0.1,Interno,259,0.000628127114121326,0.0006309206061511113,2.793492029785254e-06
260,0.1,0.1,Interno,260,0.0006884087007452883,0.0006916900000000004,3.2812992547121e-06
261,0.12,0.1,Interno,261,0.0007235451318136952,0.0007272446907733335,3.6995589596383605e-06
262,0.14,0.1,Interno,262,0.0007387622174404436,0.0007428172928711115,4.055075430667884e-06
263,0.16,0.1,Interno,263,0.0007385317815750947,0.0007428861678933335,4.354386318238717e-06
264,0.18,0.1,Interno,264,0.0007266483630752809,0.0007312521478400005,4.6037847647196215e-06
265,0.2,0.1,Interno,265,0.0007063017741952161,0.0007111111111111115,4.809336915895398e-06
266,0.22,0.1,Interno,266,0.0006801455201273814,0.0006851224113066669,4.9768911792854925e-06
267,0.24,0.1,Interno,267,0.0006503610844034603,0.0006554731588266669,5.11207442320668e-06
268,0.26,0.1,Interno,268,0.000618718085913403,0.0006239383552711113,5.220269357708346e-06
269,0.28,0.1,Interno,269,0.0005866303136359603,0.0005919368806400004,5.3065670040401344e-06
270,0.3,0.1,Interno,270,0.0005552076442854505,0.0005605833333333336,5.375689047883159e-06
271,0.32,0.1,Interno,271,0.0005253038451301721,0.0005307357229511113,5.431877820939171e-06
272,0.34,0.1,Interno,272,0.0004975602581954974,0.0005030390158933336,5.4787576978361724e-06
273,0.36,0.1,Interno,273,0.0004724453519690156,0.00047796453376000044,5.5191817909848256e-06
274,0.38,0.1,Interno,274,0.0004502901124982612,0.0004558452045511114,5.55509205285023e-06
275,0.4,0.1,Interno,275,0.0004313192299462062,0.0004369066666666669,5.58743672046067e-06
276,0.42,0.1,Interno,276,0.000415678026863479,0.00042129422570666707,5.616198843188072e-06
277,0.44,0.1,Interno,277,0.00040345508442516233,0.00040909566407111147,5.640579645949139e-06
278,0.46,0.1,Interno,278,0.00039470056663468167,0.0004003599033600003,5.659336725318616e-06
279,0.48,0.1,Interno,279,0.0003894403150048779,0.00039511151957333365,5.6712045684557694e-06
280,0.5,0.1,Interno,280,0.000387685840911198,0.0003933611111111114,5.675270199913404e-06
281,0.52,0.1,Interno,281,0.00038944031500487864,0.0003951115195733336,5.671204568454956e-06
282,0.54,0.1,Interno,282,0.0003947005666346835,0.0004003599033600003,5.659336725316773e-06
283,0.56,0.1,Interno,283,0.00040345508442516536,0.0004090956640711114,5.640579645946049e-06
284,0.58,0.1,Interno,284,0.0004156780268634833,0.00042129422570666685,5.616198843183572e-06
285,0.6,0.1,Interno,285,0.0004313192299462118,0.0004369066666666669,5.5874367204550865e-06
286,0.62,0.1,Interno,286,0.00045029011249826797,0.0004558452045511113,5.555092052843345e-06
287,0.64,0.1,Interno,287,0.0004724453519690234,0.00047796453376000044,5.519181790977019e-06
288,0.66,0.1,Interno,288,0.0004975602581955063,0.0005030390158933337,5.47875769782739e-06
289,0.68,0.1,Interno,289,0.000525303845130181,0.0005307357229511116,5.4318778209306055e-06
290,0.7000000000000001,0.1,Interno,290,0.0005552076442854597,0.0005605833333333338,5.37568904787416e-06
291,0.72,0.1,Interno,291,0.0005866303136359702,0.0005919368806400004,5.306567004030268e-06
292,0.74,0.1,Interno,292,0.0006187180859134138,0.0006239383552711113,5.220269357697504e-06
293,0.76,0.1,Interno,293,0.0006503610844034717,0.0006554731588266669,5.1120744231951875e-06
294,0.78,0.1,Interno,294,0.0006801455201273935,0.0006851224113066668,4.976891179273349e-06
295,0.8,0.1,Interno,295,0.0007063017741952288,0.0007111111111111117,4.809336915882929e-06
296,0.8200000000000001,0.1,Interno,296,0.0007266483630752934,0.0007312521478400005,4.603784764707045e-06
297,0.84,0.1,Interno,297,0.0007385317815751068,0.0007428861678933338,4.354386318227007e-06
298,0.86,0.1,Interno,298,0.000738762217440455,0.0007428172928711115,4.0550754306565e-06
299,0.88,0.1,Interno,299,0.0007235451318137064,0.0007272446907733335,3.699558959627193e-06
300,0.9,0.1,Interno,300,0.0006884087007452992,0.0006916900000000003,3.2812992547011496e-06
301,0.92,0.1,Interno,301,0.000628127114121335,0.000630920606151111,2.79349202977593e-06
302,0.9400000000000001,0.1,Interno,302,0.0005366397295121889,0.0005388687716266664,2.229042114477455e-06
303,0.96,0.1,Interno,303,0.0004069660794355121,0.00040854661802666714,1.5805385911550683e-06
304,0.98,0.1,Interno,304,0.0002311167313146258,0.0002319569613511114,8.402300364855999e-07
305,1.0,0.1,Dirichlet,305,0.0,-0.0,0.0
306,0.0,0.12,Dirichlet,306,0.0,0.0,0.0
307,0.02,0.12,Interno,307,0.0002482959437417332,0.00024924965316077026,9.537094190370673e-07
308,0.04,0.12,Interno,308,0.00043505753764034027,0.00043684875832888893,1.7912206885486634e-06
309,0.06,0.12,Interno,309,0.0005706550555012466,0.0005731771005155553,2.5220450143087145e-06
310,0.08,0.12,Interno,310,0.0006641781144189284,0.0006673333784727704,3.1552640538419626e-06
311,0.1,0.12,Interno,311,0.0007235451318136953,0.0007272446907733335,3.699558959638252e-06
312,0.12,0.12,Interno,312,0.0007556079151765799,0.0007597711558428445,4.163240666264648e-06
