n,x,y,tipo,idx_unknown,u_num,u_a,EA
48,0.17500000000000002,0.025,Interno,48,0.000321841811209104,0.0003240966271294488,2.254815920344779e-06
49,0.2,0.025,Interno,49,0.0003207360997617171,0.0003231384910300926,2.4023912683755365e-06
50,0.225,0.025,Interno,50,0.0003153527403560692,0.00031787420308430995,2.521462728240773e-06
51,0.25,0.025,Interno,51,0.00030716256321015303,0.00030977887132432733,2.616308114174301e-06
52,0.275,0.025,Interno,52,0.0002973434896995077,0.00030003437380190254,2.690884102394826e-06
53,0.30000000000000004,0.025,Interno,53,0.0002868255524869363,0.0002895743476019965,2.7487951150602266e-06
54,0.325,0.025,Interno,54,0.0002763316427625498,0.00027912489318847653,2.7932504259267524e-06
55,0.35000000000000003,0.025,Interno,55,0.0002664139776318508,0.00026924099408185044,2.827016449999625e-06
56,0.375,0.025,Interno,56,0.0002574862748039009,0.0002603386518690321,2.8523770651311996e-06
57,0.4,0.025,Interno,57,0.0002498516177910877,0.0002527227365451389,2.8711187540511824e-06
58,0.42500000000000004,0.025,Interno,58,0.00024372599758157835,0.00024661055218731917,2.8845546057408166e-06
59,0.45,0.025,Interno,59,0.00023925753012981222,0.00024215111796061206,2.8935878307998386e-06
60,0.47500000000000003,0.025,Interno,60,0.00023654136957942143,0.00023944016445583764,2.898794876416219e-06
61,0.5,0.025,Interno,61,0.00023563034918859014,0.0002385308453595197,2.900496170929554e-06
62,0.525,0.025,Interno,62,0.00023654136957942191,0.00023944016445583773,2.8987948764158124e-06
63,0.55,0.025,Interno,63,0.00023925753012981298,0.000242151117960612,2.8935878307990255e-06
64,0.5750000000000001,0.025,Interno,64,0.00024372599758157982,0.00024661055218731917,2.884554605739353e-06
65,0.6000000000000001,0.025,Interno,65,0.0002498516177910894,0.00025272273654513894,2.871118754049556e-06
66,0.625,0.025,Interno,66,0.00025748627480390274,0.0002603386518690321,2.8523770651293565e-06
67,0.65,0.025,Interno,67,0.00026641397763185244,0.00026924099408185044,2.827016449997999e-06
68,0.675,0.025,Interno,68,0.0002763316427625517,0.00027912489318847664,2.7932504259249634e-06
69,0.7000000000000001,0.025,Interno,69,0.00028682555248693814,0.00028957434760199663,2.748795115058492e-06
70,0.7250000000000001,0.025,Interno,70,0.0002973434896995098,0.00030003437380190254,2.6908841023927117e-06
71,0.75,0.025,Interno,71,0.00030716256321015563,0.00030977887132432733,2.616308114171699e-06
72,0.775,0.025,Interno,72,0.000315352740356072,0.00031787420308430995,2.5214627282379542e-06
73,0.8,0.025,Interno,73,0.00032073609976171995,0.00032313849103009256,2.402391268372609e-06
74,0.8250000000000001,0.025,Interno,74,0.00032184181120910673,0.00032409662712944886,2.2548159203421227e-06
75,0.8500000000000001,0.025,Interno,75,0.00031685684458378216,0.0003189309996880425,2.0741551042603485e-06
76,0.875,0.025,Interno,76,0.0003035724067053681,0.00030542793499981915,1.8555282944510338e-06
77,0.9,0.025,Interno,77,0.0002793261034174343,0.00028091985432942716,1.5937509119928338e-06
78,0.925,0.025,Interno,78,0.00024093982409127023,0.00024222314622667095,1.283322135400719e-06
79,0.9500000000000001,0.025,Interno,79,0.0001846533461652744,0.0001855717541729961,9.18408007721691e-07
80,0.9750000000000001,0.025,Interno,80,0.00010605365810415812,0.00010654647956000403,4.928214558459125e-07
81,1.0,0.025,Dirichlet,81,0.0,-0.0,0.0
82,0.0,0.05,Dirichlet,82,0.0,0.0,0.0
83,0.025,0.05,Interno,83,0.00018465334616527202,0.00018557175417299626,9.184080077242389e-07
84,0.05,0.05,Interno,84,0.00031934916138207125,0.0003210567148919753,1.7075535099040783e-06
85,0.07500000000000001,0.05,Interno,85,0.00041372427540288276,0.0004161045411738644,2.3802657709816257e-06
86,0.1,0.05,Interno,86,0.0004760179395620935,0.0004789665798611113,2.948640299017813e-06
87,0.125,0.05,Interno,87,0.0005132179004577413,0.0005166419837857471,3.4240833280057637e-06
88,0.15000000000000002,0.05,Interno,88,0.0005311981277668395,0.000535015480324074,3.817352557234526e-06
89,0.17500000000000002,0.05,Interno,89,0.0005348481977890966,0.0005389867903419778,4.138592552881213e-06
90,0.2,0.05,Interno,90,0.0005281943360259239,0.0005325916975308644,4.397361504940409e-06
91,0.225,0.05,Interno,91,0.0005145121238466483,0.0005191147681342232,4.602644287574932e-06
92,0.25,0.05,Interno,92,0.0004964308756202313,0.0005011937210648149,4.762845444583543e-06
93,0.275,0.05,Interno,93,0.0004760296927766262,0.0004809154484124833,4.8857556358571e-06
94,0.30000000000000004,0.05,Interno,94,0.00045492519890269804,0.0004599036863425926,4.978487439894538e-06
95,0.325,0.05,Interno,95,0.0004343509537822511,0.0004393983363850912,5.047382602840083e-06
96,0.35000000000000003,0.05,Interno,96,0.0004152285333443736,0.00042032643711419765,5.09790376982403e-06
97,0.375,0.05,Interno,97,0.00039823024787903654,0.0004033647862187139,5.13453833967737e-06
98,0.4,0.05,Interno,98,0.0003838334582528842,0.00038899421296296295,5.160754710078759e-06
99,0.42500000000000004,0.05,Interno,99,0.0003723664514126956,0.00037754550103835123,5.179049625655648e-06
100,0.45,0.05,Interno,100,0.00036404586668244935,0.00036923696180555566,5.1910951231063165e-06
101,0.47500000000000003,0.05,Interno,101,0.0003590057211961873,0.0003642036579273366,5.19793673114927e-06
102,0.5,0.05,Interno,102,0.0003573181228107529,0.0003625182773919754,5.200154581222515e-06
103,0.525,0.05,Interno,103,0.0003590057211961882,0.0003642036579273366,5.197936731148403e-06
104,0.55,0.05,Interno,104,0.00036404586668245103,0.0003692369618055556,5.191095123104582e-06
105,0.5750000000000001,0.05,Interno,105,0.00037236645141269824,0.0003775455010383513,5.179049625653046e-06
106,0.6000000000000001,0.05,Interno,106,0.00038383345825288733,0.000388994212962963,5.160754710075669e-06
107,0.625,0.05,Interno,107,0.00039823024787904017,0.0004033647862187139,5.134538339673738e-06
108,0.65,0.05,Interno,108,0.00041522853334437714,0.00042032643711419765,5.097903769820506e-06
109,0.675,0.05,Interno,109,0.00043435095378225496,0.0004393983363850913,5.047382602836343e-06
110,0.7000000000000001,0.05,Interno,110,0.0004549251989027021,0.0004599036863425928,4.978487439890689e-06
111,0.7250000000000001,0.05,Interno,111,0.0004760296927766306,0.0004809154484124833,4.885755635852709e-06
112,0.75,0.05,Interno,112,0.0004964308756202363,0.0005011937210648149,4.762845444578555e-06
113,0.775,0.05,Interno,113,0.000514512123846654,0.0005191147681342232,4.602644287569186e-06
114,0.8,0.05,Interno,114,0.0005281943360259296,0.0005325916975308642,4.3973615049346625e-06
115,0.8250000000000001,0.05,Interno,115,0.000534848197789102,0.0005389867903419779,4.1385925528759e-06
116,0.8500000000000001,0.05,Interno,116,0.0005311981277668449,0.000535015480324074,3.817352557229105e-06
117,0.875,0.05,Interno,117,0.0005132179004577466,0.0005166419837857471,3.424083328000451e-06
118,0.9,0.05,Interno,118,0.00047601793956209893,0.0004789665798611112,2.9486402990122835e-06
119,0.925,0.05,Interno,119,0.0004137242754028873,0.0004161045411738642,2.3802657709769094e-06
120,0.9500000000000001,0.05,Interno,120,0.0003193491613820753,0.0003210567148919751,1.7075535098997957e-06
121,0.9750000000000001,0.05,Interno,121,0.00018465334616527462,0.00018557175417299566,9.184080077210405e-07
122,1.0,0.05,Dirichlet,122,0.0,-0.0,0.0
123,0.0,0.07500000000000001,Dirichlet,123,0.0,0.0,0.0
124,0.025,0.07500000000000001,Interno,124,0.00024093982409126782,0.00024222314622667103,1.2833221354032127e-06
125,0.05,0.07500000000000001,Interno,125,0.00041372427540288276,0.0004161045411738644,2.3802657709816257e-06
126,0.07500000000000001,0.07500000000000001,Interno,126,0.0005319017480467593,0.0005352113558620877,3.309607815328401e-06
127,0.1,0.07500000000000001,Interno,127,0.0006070078927916918,0.0006110969441731772,4.0890513814854186e-06
128,0.125,0.07500000000000001,Interno,128,0.0006487789597322197,0.0006535142522741248,4.735292541905049e-06
129,0.15000000000000002,0.07500000000000001,Interno,129,0.0006653529497953829,0.0006706170332166882,5.264083421305287e-06
130,0.17500000000000002,0.07500000000000001,Interno,130,0.0006634585772989353,0.000669148866712782,5.690289413846656e-06
131,0.2,0.07500000000000001,Interno,131,0.0006485920485260642,0.0006546199840856483,6.027935559584151e-06
132,0.225,0.07500000000000001,Interno,132,0.0006251816644607874,0.00063147189839681,6.290233936022513e-06
133,0.25,0.07500000000000001,Interno,133,0.000596740258835769,0.0006032298397488063,6.489580913037331e-06
134,0.275,0.07500000000000001,Interno,134,0.0005660054842406276,0.000572642995763708,6.637511523080388e-06
135,0.30000000000000004,0.07500000000000001,Interno,135,0.0005350679571456109,0.0005418125572374131,6.744600091802247e-06
136,0.325,0.07500000000000001,Interno,136,0.0005054872643750555,0.0005123075689697266,6.820304594671147e-06
137,0.35000000000000003,0.07500000000000001,Interno,137,0.0004783958155812694,0.00048526858577021837,6.872770188948965e-06
138,0.375,0.07500000000000001,Interno,138,0.0004545904973054111,0.0004614991336398654,6.908636334454282e-06
139,0.4,0.07500000000000001,Interno,139,0.00043461205069916434,0.00044154497612847215,6.932925429307805e-06
140,0.42500000000000004,0.07500000000000001,Interno,140,0.00041881208085718397,0.0004257611858678746,6.949105010690645e-06
141,0.45,0.07500000000000001,Interno,141,0.0004074076548090032,0.00041436702128092446,6.95936647192129e-06
142,0.47500000000000003,0.07500000000000001,Interno,142,0.00040052358177480017,0.0004074886084662543,6.965026691454113e-06
143,0.5,0.07500000000000001,Interno,143,0.0003982225980513205,0.0004051894282588252,6.9668302075046994e-06
144,0.525,0.07500000000000001,Interno,144,0.0004005235817748013,0.0004074886084662543,6.965026691452974e-06
145,0.55,0.07500000000000001,Interno,145,0.00040740765480900556,0.0004143670212809244,6.95936647191885e-06
146,0.5750000000000001,0.07500000000000001,Interno,146,0.00041881208085718755,0.0004257611858678747,6.949105010687175e-06
147,0.6000000000000001,0.07500000000000001,Interno,147,0.0004346120506991689,0.00044154497612847215,6.932925429303251e-06
148,0.625,0.07500000000000001,Interno,148,0.0004545904973054166,0.0004614991336398655,6.908636334448861e-06
149,0.65,0.07500000000000001,Interno,149,0.00047839581558127526,0.00048526858577021864,6.872770188943382e-06
150,0.675,0.07500000000000001,Interno,150,0.0005054872643750615,0.0005123075689697266,6.820304594665075e-06
151,0.7000000000000001,0.07500000000000001,Interno,151,0.0005350679571456173,0.0005418125572374134,6.744600091796067e-06
152,0.7250000000000001,0.07500000000000001,Interno,152,0.0005660054842406345,0.0005726429957637082,6.6375115230736656e-06
153,0.75,0.07500000000000001,Interno,153,0.0005967402588357765,0.0006032298397488063,6.48958091302985e-06
154,0.775,0.07500000000000001,Interno,154,0.0006251816644607959,0.0006314718983968098,6.290233936013948e-06
155,0.8,0.07500000000000001,Interno,155,0.0006485920485260728,0.000654619984085648,6.027935559575152e-06
156,0.8250000000000001,0.07500000000000001,Interno,156,0.0006634585772989437,0.0006691488667127823,5.690289413838633e-06
157,0.8500000000000001,0.07500000000000001,Interno,157,0.0006653529497953909,0.0006706170332166883,5.264083421297372e-06
158,0.875,0.07500000000000001,Interno,158,0.0006487789597322276,0.0006535142522741248,4.735292541897134e-06
159,0.9,0.07500000000000001,Interno,159,0.0006070078927916996,0.0006110969441731771,4.089051381477504e-06
160,0.925,0.07500000000000001,Interno,160,0.0005319017480467662,0.0005352113558620876,3.309607815321354e-06
161,0.9500000000000001,0.07500000000000001,Interno,161,0.00041372427540288867,0.000416104541173864,2.3802657709753373e-06
162,0.9750000000000001,0.07500000000000001,Interno,162,0.00024093982409127132,0.00024222314622667027,1.2833221353989572e-06
163,1.0,0.07500000000000001,Dirichlet,163,0.0,-0.0,0.0
164,0.0,0.1,Dirichlet,164,0.0,0.0,0.0
165,0.025,0.1,Interno,165,0.00027932610341743145,0.0002809198543294272,1.5937509119957611e-06
166,0.05,0.1,Interno,166,0.0004760179395620935,0.0004789665798611113,2.948640299017813e-06
167,0.07500000000000001,0.1,Interno,167,0.0006070078927916917,0.0006110969441731772,4.089051381485527e-06
168,0.1,0.1,Interno,168,0.0006866520282251991,0.0006916900000000004,5.037971774801307e-06
169,0.125,0.1,Interno,169,0.0007270068581031507,0.000732823940700955,5.817082597804331e-06
170,0.15000000000000002,0.1,Interno,170,0.0007380902892839815,0.0007445371354166672,6.446846132685739e-06
171,0.17500000000000002,0.1,Interno,171,0.0007281267540899717,0.0007350733439127606,6.946589822788888e-06
172,0.2,0.1,Interno,172,0.0007037765306983417,0.0007111111111111115,7.334580412769721e-06
173,0.225,0.1,Interno,173,0.000670349264485507,0.0006779773413085941,7.628076823087038e-06
174,0.25,0.1,Interno,174,0.0006320017076608786,0.0006398450520833337,7.843344422455182e-06
175,0.275,0.1,Interno,175,0.0005919196997117861,0.0005999153078884552,7.99560817666908e-06
176,0.30000000000000004,0.1,Interno,176,0.000552484412691576,0.0005605833333333335,8.098920641757493e-06
177,0.325,0.1,Interno,177,0.0005154228781735264,0.0005235888061523441,8.165927978817677e-06
178,0.35000000000000003,0.1,Interno,178,0.00048194278898791245,0.0004901503298611113,8.207540873198806e-06
179,0.375,0.1,Interno,179,0.00045285151910514287,0.00046108408610026066,8.232566995117793e-06
180,0.4,0.1,Interno,180,0.00042865922669069374,0.0004369066666666669,8.247439975973153e-06
181,0.42500000000000004,0.1,Interno,181,0.00040966583172175205,0.00041792208523220507,8.256253510453024e-06
182,0.45,0.1,Interno,182,0.0003960317033000331,0.00040429296875000036,8.261265449967259e-06
183,0.47500000000000003,0.1,Interno,183,0.0003878322033211903,0.0003960959285481774,8.263725226987078e-06
184,0.5,0.1,Interno,184,0.0003850966687706663,0.0003933611111111114,8.264442340445103e-06
185,0.525,0.1,Interno,185,0.00038783220332119187,0.0003960959285481774,8.263725226985506e-06
186,0.55,0.1,Interno,186,0.0003960317033000361,0.0004042929687500003,8.261265449964223e-06
187,0.5750000000000001,0.1,Interno,187,0.0004096658317217567,0.0004179220852322052,8.25625351044847e-06
188,0.6000000000000001,0.1,Interno,188,0.00042865922669069965,0.0004369066666666669,8.247439975967244e-06
189,0.625,0.1,Interno,189,0.0004528515191051499,0.00046108408610026066,8.232566995110746e-06
190,0.65,0.1,Interno,190,0.0004819427889879201,0.0004901503298611115,8.20754087319138e-06
191,0.675,0.1,Interno,191,0.0005154228781735345,0.0005235888061523442,8.165927978809654e-06
192,0.7000000000000001,0.1,Interno,192,0.0005524844126915846,0.0005605833333333338,8.098920641749253e-06
193,0.7250000000000001,0.1,Interno,193,0.0005919196997117957,0.0005999153078884554,7.995608176659757e-06
194,0.75,0.1,Interno,194,0.0006320017076608892,0.0006398450520833337,7.843344422444557e-06
195,0.775,0.1,Interno,195,0.0006703492644855184,0.0006779773413085941,7.628076823075654e-06
196,0.8,0.1,Interno,196,0.0007037765306983532,0.0007111111111111117,7.334580412758445e-06
197,0.8250000000000001,0.1,Interno,197,0.0007281267540899829,0.0007350733439127607,6.946589822777829e-06
198,0.8500000000000001,0.1,Interno,198,0.0007380902892839924,0.0007445371354166671,6.44684613267468e-06
199,0.875,0.1,Interno,199,0.0007270068581031616,0.000732823940700955,5.81708259779338e-06
200,0.9,0.1,Interno,200,0.0006866520282252098,0.0006916900000000003,5.037971774790573e-06
201,0.925,0.1,Interno,201,0.0006070078927917009,0.0006110969441731771,4.089051381476203e-06
202,0.9500000000000001,0.1,Interno,202,0.0004760179395621011,0.00047896657986111095,2.948640299009844e-06
203,0.9750000000000001,0.1,Interno,203,0.00027932610341743584,0.0002809198543294263,1.5937509119904486e-06
204,1.0,0.1,Dirichlet,204,0.0,-0.0,0.0
205,0.0,0.125,Dirichlet,205,0.0,0.0,0.0
206,0.025,0.125,Interno,206,0.0003035724067053655,0.00030542793499981915,1.855528294453636e-06
207,0.05,0.125,Interno,207,0.0005132179004577414,0.0005166419837857471,3.4240833280056553e-06
208,0.07500000000000001,0.125,Interno,208,0.0006487789597322198,0.0006535142522741247,4.735292541904832e-06
209,0.1,0.125,Interno,209,0.0007270068581031507,0.000732823940700955,5.817082597804331e-06
210,0.125,0.125,Interno,210,0.000761898009618932,0.0007685937999207297,6.695790301797775e-06
211,0.15000000000000002,0.125,Interno,211,0.0007650110845860784,0.0007724073616310402,7.39627704496185e-06
212,0.17500000000000002,0.125,Interno,212,0.0007457648967456379,0.000753706942522967,7.942045777329125e-06
213,0.2,0.125,Interno,213,0.0007117170680375022,0.0007200724223572531,8.355354319750877e-06
214,0.225,0.125,Interno,214,0.0006688234849085335,0.0006774807959662543,8.657311057720836e-06
215,0.25,0.125,Interno,215,0.0006216785704287394,0.0006305464991816767,8.867928752937372e-06
216,0.275,0.125,Interno,216,0.0005737364081852991,0.0005827425086880906,9.006100502791515e-06
217,0.30000000000000004,0.125,Interno,217,0.0005275127638835289,0.0005366022158022279,9.089451918699071e-06
218,0.325,0.125,Interno,218,0.00048476805226157696,0.00049390207417806,9.134021916483057e-06
219,0.35000000000000003,0.125,Interno,219,0.00044667127705197364,0.00045582502143765664,9.153744385683002e-06
220,0.375,0.125,Interno,220,0.00041394490371207107,0.0004231046747278284,9.159771015757327e-06
221,0.4,0.125,Interno,221,0.00038699046819967833,0.00039615030020254615,9.159832002867817e-06
222,0.42500000000000004,0.125,Interno,222,0.00036599447924333774,0.00037515255643114624,9.158077187808495e-06
223,0.45,0.125,Interno,223,0.00035101405954610304,0.00036017001173231335,9.155952186210307e-06
224,0.47500000000000003,0.125,Interno,224,0.0003420424015557796,0.0003511964354338469,9.154033878067277e-06
225,0.5,0.125,Interno,225,0.0003390556271790861,0.00034820886305820793,9.153235879121816e-06
226,0.525,0.125,Interno,226,0.0003420424015557814,0.0003511964354338469,9.154033878065488e-06
227,0.55,0.125,Interno,227,0.00035101405954610673,0.0003601700117323133,9.155952186206567e-06
228,0.5750000000000001,0.125,Interno,228,0.00036599447924334343,0.00037515255643114635,9.158077187802912e-06
229,0.6000000000000001,0.125,Interno,229,0.00038699046819968565,0.0003961503002025463,9.159832002860661e-06
230,0.625,0.125,Interno,230,0.00041394490371207974,0.0004231046747278284,9.159771015748654e-06
231,0.65,0.125,Interno,231,0.000446671277051983,0.00045582502143765686,9.15374438567384e-06
232,0.675,0.125,Interno,232,0.000484768052261587,0.00049390207417806,9.134021916473029e-06
233,0.7000000000000001,0.125,Interno,233,0.0005275127638835399,0.0005366022158022281,9.089451918688229e-06
234,0.7250000000000001,0.125,Interno,234,0.0005737364081853111,0.0005827425086880909,9.006100502779806e-06
235,0.75,0.125,Interno,235,0.0006216785704287523,0.0006305464991816767,8.86792875292447e-06
236,0.775,0.125,Interno,236,0.0006688234849085474,0.0006774807959662543,8.657311057706958e-06
237,0.8,0.125,Interno,237,0.000711717068037517,0.0007200724223572533,8.355354319736349e-06
238,0.8250000000000001,0.125,Interno,238,0.0007457648967456524,0.0007537069425229675,7.94204577731503e-06
239,0.8500000000000001,0.125,Interno,239,0.0007650110845860926,0.0007724073616310405,7.396277044947864e-06
240,0.875,0.125,Interno,240,0.0007618980096189465,0.0007685937999207297,6.695790301783247e-06
241,0.9,0.125,Interno,241,0.0007270068581031644,0.0007328239407009548,5.817082597790453e-06
242,0.925,0.125,Interno,242,0.0006487789597322314,0.0006535142522741246,4.735292541893123e-06
243,0.9500000000000001,0.125,Interno,243,0.0005132179004577506,0.0005166419837857465,3.4240833279958974e-06
244,0.9750000000000001,0.125,Interno,244,0.0003035724067053709,0.00030542793499981817,1.8555282944472933e-06
245,1.0,0.125,Dirichlet,245,0.0,-0.0,0.0
246,0.0,0.15000000000000002,Dirichlet,246,0.0,0.0,0.0
247,0.025,0.15000000000000002,Interno,247,0.0003168568445837794,0.0003189309996880425,2.074155104263113e-06
248,0.05,0.15000000000000002,Interno,248,0.0005311981277668395,0.000535015480324074,3.817352557234526e-06
249,0.07500000000000001,0.15000000000000002,Interno,249,0.0006653529497953828,0.0006706170332166883,5.264083421305504e-06
250,0.1,0.15000000000000002,Interno,250,0.0007380902892839816,0.000744537135416667,6.446846132685414e-06
251,0.125,0.15000000000000002,Interno,251,0.0007650110845860783,0.0007724073616310403,7.396277044962067e-06
252,0.15000000000000002,0.15000000000000002,Interno,252,0.000758917891394432,0.0007670591840277777,8.141292633345645e-06
253,0.17500000000000002,0.15000000000000002,Interno,253,0.0007301621142907487,0.0007388713599310979,8.70924564034929e-06
254,0.2,0.15000000000000002,Interno,254,0.0006869688158921205,0.0006960949074074072,9.126091515286702e-06
255,0.225,0.15000000000000002,Interno,255,0.0006357391175501998,0.000645155668741862,9.416551191662238e-06
256,0.25,0.15000000000000002,Interno,256,0.0005813302213979212,0.0005909344618055554,9.6042404076342e-06
257,0.275,0.15000000000000002,Interno,257,0.0005273131049080659,0.0005370248193133318,9.711714405265877e-06
258,0.30000000000000004,0.15000000000000002,Interno,258,0.00047620796407140276,0.00048596831597222194,9.760351900819182e-06
259,0.325,0.15000000000000002,Interno,259,0.00042969750513669017,0.00043946748352050784,9.769978383817669e-06
260,0.35000000000000003,0.15000000000000002,Interno,260,0.0003888181953989007,0.00039857631365740727,9.758118258506568e-06
261,0.375,0.15000000000000002,Interno,261,0.0003541295375514333,0.0003638683488633896,9.738811311956331e-06
262,0.4,0.15000000000000002,Interno,262,0.0003258611985103524,0.00033558236111111086,9.721162600758457e-06
263,0.42500000000000004,0.15000000000000002,Interno,263,0.0003040371824033386,0.00031374561846697754,9.708436063638956e-06
264,0.45,0.15000000000000002,Interno,264,0.00028857536126194105,0.0002982747395833333,9.699378321392229e-06
265,0.47500000000000003,0.15000000000000002,Interno,265,0.00027936148447221506,0.0002890541360812716,9.692651609056536e-06
266,0.5,0.15000000000000002,Interno,266,0.00027630201647474786,0.0002859920428240739,9.690026349326065e-06
267,0.525,0.15000000000000002,Interno,267,0.0002793614844722171,0.0002890541360812716,9.692651609054476e-06
268,0.55,0.15000000000000002,Interno,268,0.0002885753612619453,0.00029827473958333317,9.699378321387892e-06
269,0.5750000000000001,0.15000000000000002,Interno,269,0.0003040371824033451,0.0003137456184669777,9.708436063632613e-06
270,0.6000000000000001,0.15000000000000002,Interno,270,0.00032586119851036054,0.000335582361111111,9.721162600750488e-06
271,0.625,0.15000000000000002,Interno,271,0.0003541295375514432,0.00036386834886338967,9.738811311946465e-06
272,0.65,0.15000000000000002,Interno,272,0.00038881819539891165,0.00039857631365740743,9.75811825849578e-06
273,0.675,0.15000000000000002,Interno,273,0.0004296975051367019,0.00043946748352050784,9.769978383805959e-06
274,0.7000000000000001,0.15000000000000002,Interno,274,0.00047620796407141534,0.0004859683159722223,9.760351900806985e-06
275,0.7250000000000001,0.15000000000000002,Interno,275,0.0005273131049080798,0.000537024819313332,9.711714405252216e-06
276,0.75,0.15000000000000002,Interno,276,0.0005813302213979361,0.0005909344618055554,9.604240407619239e-06
277,0.775,0.15000000000000002,Interno,277,0.0006357391175502162,0.0006451556687418619,9.416551191645758e-06
278,0.8,0.15000000000000002,Interno,278,0.000686968815892138,0.0006960949074074073,9.126091515269355e-06
279,0.8250000000000001,0.15000000000000002,Interno,279,0.0007301621142907661,0.000738871359931098,8.709245640331942e-06
280,0.8500000000000001,0.15000000000000002,Interno,280,0.0007589178913944496,0.0007670591840277779,8.141292633328297e-06
281,0.875,0.15000000000000002,Interno,281,0.0007650110845860956,0.0007724073616310403,7.3962770449447195e-06
282,0.9,0.15000000000000002,Interno,282,0.0007380902892839974,0.0007445371354166669,6.446846132669476e-06
283,0.925,0.15000000000000002,Interno,283,0.0006653529497953963,0.0006706170332166883,5.264083421291951e-06
284,0.9500000000000001,0.15000000000000002,Interno,284,0.0005311981277668501,0.0005350154803240737,3.817352557223576e-06
285,0.9750000000000001,0.15000000000000002,Interno,285,0.0003168568445837854,0.0003189309996880416,2.0741551042561743e-06
286,1.0,0.15000000000000002,Dirichlet,286,0.0,-0.0,0.0
287,0.0,0.17500000000000002,Dirichlet,287,0.0,0.0,0.0
288,0.025,0.17500000000000002,Interno,288,0.000321841811209104,0.0003240966271294487,2.2548159203446706e-06
289,0.05,0.17500000000000002,Interno,289,0.0005348481977890965,0.0005389867903419777,4.138592552881213e-06
290,0.07500000000000001,0.17500000000000002,Interno,290,0.0006634585772989352,0.0006691488667127818,5.690289413846548e-06
291,0.1,0.17500000000000002,Interno,291,0.0007281267540899716,0.0007350733439127604,6.946589822788779e-06
292,0.125,0.17500000000000002,Interno,292,0.0007457648967456379,0.000753706942522967,7.942045777329125e-06
