n,x,y,tipo,idx_unknown,u_num,u_a,EA
194,0.25,0.45,Interno,186,-3.323447247094999e-06,6.429557291666666e-05,6.761902016376166e-05
195,0.30000000000000004,0.45,Neumann,187,-9.429417091460753e-05,1.1265260416666633e-05,0.00010555943133127416
196,0.35000000000000003,0.45,Externo,-1,,4.3446180555555925e-07,
197,0.4,0.45,Externo,-1,,1.3864583333333346e-05,
198,0.45,0.45,Externo,-1,,3.178140625000001e-05,
199,0.5,0.45,Externo,-1,,3.953602430555556e-05,
200,0.55,0.45,Externo,-1,,3.178140624999999e-05,
201,0.6000000000000001,0.45,Externo,-1,,1.38645833333333e-05,
202,0.65,0.45,Externo,-1,,4.344618055555535e-07,
203,0.7000000000000001,0.45,Neumann,188,-9.42941709146548e-05,1.1265260416666707e-05,0.00010555943133132151
204,0.75,0.45,Interno,189,-3.3234472470987803e-06,6.429557291666666e-05,6.761902016376544e-05
205,0.8,0.45,Interno,190,0.00010923009085793501,0.00016588305555555568,5.665296469762067e-05
206,0.8500000000000001,0.45,Interno,191,0.0002489116642884241,0.00029827473958333366,4.9363075294909544e-05
207,0.9,0.45,Interno,192,0.00036487422506242665,0.0004042929687500002,3.941874368757354e-05
208,0.9500000000000001,0.45,Interno,193,0.00034545056227296465,0.00036923696180555545,2.37863995325908e-05
209,1.0,0.45,Dirichlet,194,0.0,-0.0,0.0
210,0.0,0.5,Dirichlet,195,0.0,0.0,0.0
211,0.05,0.5,Interno,196,0.00033852929507543523,0.0003625182773919754,2.398898231654019e-05
212,0.1,0.5,Interno,197,0.0003535836493129675,0.0003933611111111114,3.9777461798143896e-05
213,0.15000000000000002,0.5,Interno,198,0.00023628067921214837,0.0002859920428240739,4.971136361192556e-05
214,0.2,0.5,Interno,199,9.922496831841252e-05,0.00015486419753086417,5.5639229212451645e-05
215,0.25,0.5,Interno,200,0.0,5.651403356481481e-05,5.651403356481481e-05
216,0.30000000000000004,0.5,Neumann,201,-2.5770950946139574e-05,7.842592592592566e-06,3.361354353873214e-05
217,0.35000000000000003,0.5,Externo,-1,,1.5842496141975372e-06,
218,0.4,0.5,Externo,-1,,1.896296296296297e-05,
219,0.45,0.5,Externo,-1,,3.953602430555556e-05,
220,0.5,0.5,Externo,-1,,4.8225308641975306e-05,
221,0.55,0.5,Externo,-1,,3.9536024305555536e-05,
222,0.6000000000000001,0.5,Externo,-1,,1.8962962962962922e-05,
223,0.65,0.5,Externo,-1,,1.5842496141975264e-06,
224,0.7000000000000001,0.5,Neumann,202,-2.5770950946157856e-05,7.842592592592629e-06,3.3613543538750485e-05
225,0.75,0.5,Interno,203,0.0,5.651403356481481e-05,5.651403356481481e-05
226,0.8,0.5,Interno,204,9.922496831844107e-05,0.00015486419753086433,5.5639229212423266e-05
227,0.8500000000000001,0.5,Interno,205,0.00023628067921218759,0.0002859920428240744,4.971136361188683e-05
228,0.9,0.5,Interno,206,0.00035358364931301154,0.0003933611111111113,3.977746179809977e-05
229,0.9500000000000001,0.5,Interno,207,0.00033852929507547215,0.0003625182773919751,2.398898231650295e-05
230,1.0,0.5,Dirichlet,208,0.0,-0.0,0.0
231,0.0,0.55,Dirichlet,209,0.0,0.0,0.0
232,0.05,0.55,Interno,210,0.0003454505622729362,0.0003692369618055556,2.3786399532619424e-05
233,0.1,0.55,Interno,211,0.00036487422506239017,0.0004042929687500003,3.941874368761013e-05
234,0.15000000000000002,0.55,Interno,212,0.00024891166428839045,0.00029827473958333317,4.936307529494272e-05
235,0.2,0.55,Interno,213,0.00010923009085791097,0.0001658830555555556,5.665296469764463e-05
236,0.25,0.55,Interno,214,-3.323447247094279e-06,6.42955729166667e-05,6.761902016376098e-05
237,0.30000000000000004,0.55,Neumann,215,-9.429417091460677e-05,1.1265260416666638e-05,0.0001055594313312734
238,0.35000000000000003,0.55,Externo,-1,,4.3446180555555723e-07,
239,0.4,0.55,Externo,-1,,1.3864583333333336e-05,
240,0.45,0.55,Externo,-1,,3.1781406249999996e-05,
241,0.5,0.55,Externo,-1,,3.9536024305555536e-05,
242,0.55,0.55,Externo,-1,,3.178140624999997e-05,
243,0.6000000000000001,0.55,Externo,-1,,1.3864583333333289e-05,
244,0.65,0.55,Externo,-1,,4.344618055555515e-07,
245,0.7000000000000001,0.55,Neumann,216,-9.42941709146767e-05,1.1265260416666714e-05,0.00010555943133134341
246,0.75,0.55,Interno,217,-3.3234472470985364e-06,6.42955729166667e-05,6.761902016376523e-05
247,0.8,0.55,Interno,218,0.00010923009085794626,0.0001658830555555557,5.665296469760945e-05
248,0.8500000000000001,0.55,Interno,219,0.00024891166428843794,0.00029827473958333366,4.936307529489572e-05
249,0.9,0.55,Interno,220,0.0003648742250624438,0.00040429296875000014,3.9418743687556356e-05
250,0.9500000000000001,0.55,Interno,221,0.0003454505622729854,0.00036923696180555534,2.378639953256993e-05
251,1.0,0.55,Dirichlet,222,0.0,-0.0,0.0
252,0.0,0.6000000000000001,Dirichlet,223,0.0,0.0,0.0
253,0.05,0.6000000000000001,Interno,224,0.0003658142922255244,0.0003889942129629631,2.3179920737438728e-05
254,0.1,0.6000000000000001,Interno,225,0.00039872276916693344,0.0004369066666666669,3.818389749973345e-05
255,0.15000000000000002,0.6000000000000001,Interno,226,0.0002886430277618522,0.000335582361111111,4.6939333349258806e-05
256,0.2,0.6000000000000001,Interno,227,0.00014938910419076142,0.00020029629629629634,5.090719210553492e-05
257,0.25,0.6000000000000001,Interno,228,3.9902675327576655e-05,9.000347222222229e-05,5.0100796894645634e-05
258,0.30000000000000004,0.6000000000000001,Interno,229,-1.2477161957762503e-05,2.4888888888888872e-05,3.7366050846651374e-05
259,0.35000000000000003,0.6000000000000001,Neumann,230,3.66889483653436e-05,1.2175462962963014e-06,3.54714020690473e-05
260,0.4,0.6000000000000001,Externo,-1,,3.4844444444444334e-06,
261,0.45,0.6000000000000001,Externo,-1,,1.3864583333333302e-05,
262,0.5,0.6000000000000001,Externo,-1,,1.8962962962962922e-05,
263,0.55,0.6000000000000001,Externo,-1,,1.3864583333333285e-05,
264,0.6000000000000001,0.6000000000000001,Externo,-1,,3.4844444444444106e-06,
265,0.65,0.6000000000000001,Neumann,231,3.668894836533732e-05,1.217546296296308e-06,3.547140206904102e-05
266,0.7000000000000001,0.6000000000000001,Interno,232,-1.2477161957763784e-05,2.4888888888888984e-05,3.736605084665277e-05
267,0.75,0.6000000000000001,Interno,233,3.990267532759987e-05,9.000347222222229e-05,5.010079689462242e-05
268,0.8,0.6000000000000001,Interno,234,0.00014938910419081685,0.00020029629629629648,5.090719210547963e-05
269,0.8500000000000001,0.6000000000000001,Interno,235,0.00028864302776191684,0.00033558236111111146,4.693933334919462e-05
270,0.9,0.6000000000000001,Interno,236,0.00039872276916700045,0.0004369066666666669,3.818389749966645e-05
271,0.9500000000000001,0.6000000000000001,Interno,237,0.0003658142922255768,0.00038899421296296273,2.3179920737385928e-05
272,1.0,0.6000000000000001,Dirichlet,238,0.0,-0.0,0.0
273,0.0,0.65,Dirichlet,239,0.0,0.0,0.0
274,0.05,0.65,Interno,240,0.00039798997654401776,0.00042032643711419765,2.2336460570179892e-05
275,0.1,0.65,Interno,241,0.0004534913834698191,0.0004901503298611115,3.665894639129239e-05
276,0.15000000000000002,0.65,Interno,242,0.00035408301495224863,0.0003985763136574074,4.449329870515875e-05
277,0.2,0.65,Interno,243,0.00021459296849471855,0.00026127391975308637,4.668095125836782e-05
278,0.25,0.65,Interno,244,9.705954139384407e-05,0.00013967288773148156,4.261334633763749e-05
279,0.30000000000000004,0.65,Interno,245,2.908278827952445e-05,5.759910300925922e-05,2.851631472973477e-05
280,0.35000000000000003,0.65,Interno,246,1.871574293664373e-05,1.5351159336419746e-05,3.364583600223984e-06
281,0.4,0.65,Neumann,247,3.668894836538093e-05,1.2175462962962983e-06,3.547140206908463e-05
282,0.45,0.65,Externo,-1,,4.344618055555535e-07,
283,0.5,0.65,Externo,-1,,1.5842496141975264e-06,
284,0.55,0.65,Externo,-1,,4.3446180555555136e-07,
285,0.6000000000000001,0.65,Neumann,248,3.668894836533553e-05,1.2175462962963076e-06,3.547140206903922e-05
286,0.65,0.65,Interno,249,1.871574293664566e-05,1.535115933641978e-05,3.3645836002258814e-06
287,0.7000000000000001,0.65,Interno,250,2.9082788279554025e-05,5.7599103009259375e-05,2.851631472970535e-05
288,0.75,0.65,Interno,251,9.705954139389587e-05,0.00013967288773148156,4.261334633758569e-05
289,0.8,0.65,Interno,252,0.0002145929684947934,0.00026127391975308664,4.668095125829325e-05
290,0.8500000000000001,0.65,Interno,253,0.00035408301495233,0.00039857631365740776,4.449329870507776e-05
